item_id,date,text,headline,summary,link,section,category,read_time,concept,entity,synthesis,had_bleed,cluster
e9e562386ba0,2026-06-17,"qualcomm wants to be the chip inside whatever replaces your smartphone, and it just announced two products toward that end. Qualcomm is working on over 40 different AI wearable devices. It has announced a platform called Snapdragon Reality Elite for mixed-reality glass and the Scalable Turnkey AI-Ready toolkit, a combination of hardware models and a software stack for AI devices. The company is aiming to position itself as the foundational silicon layer for whatever is coming after the smartphone. It is experimenting with a range of potential form factors that can work with AI technologies.","QUALCOMM WANTS TO BE THE CHIP INSIDE WHATEVER REPLACES YOUR SMARTPHONE, AND IT JUST ANNOUNCED TWO PRODUCTS TOWARD THAT END","Qualcomm is working on over 40 different AI wearable devices. It has announced a platform called Snapdragon Reality Elite for mixed-reality glass and the Scalable Turnkey AI-Ready toolkit, a combination of hardware models and a software stack for AI devices. The company is aiming to position itself as the foundational silicon layer for whatever is coming after the smartphone. It is experimenting with a range of potential form factors that can work with AI technologies.",https://techcrunch.com/2026/06/16/qualcomm-wants-to-be-the-chip-inside-whatever-replaces-your-smartphone-and-it-just-announced-two-products-toward-that-end/,Miscellaneous,AI Hardware & Infrastructure,4 MINUTE READ,,,,False,11
2b003a4b3883,2026-06-17,"anthropic “pauses” token-based billing for its claude agent sdk. Anthropic has paused the pricing changes it announced last month, just before they were set to take effect. The change would have treated Claude Agent SDK usage separately from standard Claude usage. Outside SDK usage will now be billed at Anthropic's prevailing API rates. Anthropic is working to update its plans to better support how users build with Claude subscriptions.",ANTHROPIC “PAUSES” TOKEN-BASED BILLING FOR ITS CLAUDE AGENT SDK,"Anthropic has paused the pricing changes it announced last month, just before they were set to take effect. The change would have treated Claude Agent SDK usage separately from standard Claude usage. Outside SDK usage will now be billed at Anthropic's prevailing API rates. Anthropic is working to update its plans to better support how users build with Claude subscriptions.",https://arstechnica.com/ai/2026/06/anthropic-pauses-token-based-billing-for-its-claude-agent-sdk/,Miscellaneous,AI Model Releases,4 MINUTE READ,,Anthropic,,False,17
6abbf4079e0d,2026-06-17,"cursor origin. Cursor Origin is an attempt at an agent-native GitHub competitor. The Git-compatible forge is built around the assumption that lots of AI agents will be cloning, branching, committing, rebasing, reviewing, and fixing failures in parallel. Cursor is trying to own the whole AI software factory. GitHub was built for human-scale development, but Origin was built for agent-scale.",CURSOR ORIGIN,"Cursor Origin is an attempt at an agent-native GitHub competitor. The Git-compatible forge is built around the assumption that lots of AI agents will be cloning, branching, committing, rebasing, reviewing, and fixing failures in parallel. Cursor is trying to own the whole AI software factory. GitHub was built for human-scale development, but Origin was built for agent-scale.",https://sima.ai/webinar/dismantling-the-barriers-to-scale-physical-ai/,Engineering & Research,Agentic AI,1 MINUTE READ,,Cursor,,False,1
ee6442425dae,2026-06-17,"fastest, largest, strongest: nvidia blackwell sweeps mlperf training 6.0. NVIDIA's Blackwell platform dominated MLPerf Training 6.0 benchmarks, achieving the fastest training times and the largest-scale training with 8,192 GPUs. Blackwell's NVLink and NVFP4 innovations enhance performance by efficiently routing MoE models and enabling rapid, large-scale training. Reliability features like the Reliability, Availability, and Serviceability Engine and NVIDIA Resiliency Extension ensure minimal downtime and faster recovery in large-scale AI environments.","FASTEST, LARGEST, STRONGEST: NVIDIA BLACKWELL SWEEPS MLPERF TRAINING 6.0","NVIDIA's Blackwell platform dominated MLPerf Training 6.0 benchmarks, achieving the fastest training times and the largest-scale training with 8,192 GPUs. Blackwell's NVLink and NVFP4 innovations enhance performance by efficiently routing MoE models and enabling rapid, large-scale training. Reliability features like the Reliability, Availability, and Serviceability Engine and NVIDIA Resiliency Extension ensure minimal downtime and faster recovery in large-scale AI environments.",https://blogs.nvidia.com/blog/blackwell-mlperf-training-6-0/,Engineering & Research,AI Hardware & Infrastructure,6 MINUTE READ,,NVIDIA,,False,5
e12c114934b5,2026-06-17,"leviathan waking. The US government spent a long time being complacent about AI regulation. Anthropic's development of advanced models has caused a stir. The administration's response was incomprehensibly strict and risk-averse, especially after its previous attitude towards risk in the industry. It has been unclear about its policies, and disputes about policy and politics between the administration and Anthropic remain unresolved.",LEVIATHAN WAKING,"The US government spent a long time being complacent about AI regulation. Anthropic's development of advanced models has caused a stir. The administration's response was incomprehensibly strict and risk-averse, especially after its previous attitude towards risk in the industry. It has been unclear about its policies, and disputes about policy and politics between the administration and Anthropic remain unresolved.",https://www.hyperdimensional.co/p/leviathan-waking,Deep Dives & Analysis,AI Safety & Policy,18 MINUTE READ,ai-export-controls,,,False,13
e27112749bfe,2026-06-17,"android 17 expands ai agent integration. Android 17 introduced new AI-focused capabilities centered on AppFunctions and Android MCP, enabling apps to expose orchestratable tools that on-device agents can discover and execute. Google positioned the release as part of a broader shift toward an “intelligence system” with deeper AI integration across the platform.",ANDROID 17 EXPANDS AI AGENT INTEGRATION,"Android 17 introduced new AI-focused capabilities centered on AppFunctions and Android MCP, enabling apps to expose orchestratable tools that on-device agents can discover and execute. Google positioned the release as part of a broader shift toward an “intelligence system” with deeper AI integration across the platform.",https://android-developers.googleblog.com/2026/06/Android-17.html,Headlines & Launches,Agentic AI,8 MINUTE READ,,,,False,11
fbc389d35d54,2026-06-17,"deepseek becomes china's most valuable ai startup after $7.4 billion fundraise. DeepSeek raised more than $7.4 billion in a funding round that valued the company at more than $50 billion. Its founder, Liang Wenfeng, invested around $3 billion in the fundraise. He previously held nearly 90% of the company before the financing round. A government-backed fund invested around $150 million. DeepSeek plans to use the new capital to advance R&D and expand computing infrastructure.",DEEPSEEK BECOMES CHINA'S MOST VALUABLE AI STARTUP AFTER $7.4 BILLION FUNDRAISE,"DeepSeek raised more than $7.4 billion in a funding round that valued the company at more than $50 billion. Its founder, Liang Wenfeng, invested around $3 billion in the fundraise. He previously held nearly 90% of the company before the financing round. A government-backed fund invested around $150 million. DeepSeek plans to use the new capital to advance R&D and expand computing infrastructure.",https://www.gartner.com/en/ai,Headlines & Launches,AI Model Releases,3 MINUTE READ,,DeepSeek,,False,10
c31e2971c072,2026-06-17,"glm-5.2. Z.ai launched GLM-5.2 with a 1 million-token context window, new reasoning controls, and support for long-horizon coding tasks across entire codebases. The company made the model available immediately to Coding Plan users and plans to release API access, chatbot support, technical details, and MIT-licensed open weights the following week. Z.ai positions GLM-5.2 as a coding-first upgrade focused on agentic software engineering, though it did not publish benchmark results at launch.",GLM-5.2,"Z.ai launched GLM-5.2 with a 1 million-token context window, new reasoning controls, and support for long-horizon coding tasks across entire codebases. The company made the model available immediately to Coding Plan users and plans to release API access, chatbot support, technical details, and MIT-licensed open weights the following week. Z.ai positions GLM-5.2 as a coding-first upgrade focused on agentic software engineering, though it did not publish benchmark results at launch.",https://links.tldrnewsletter.com/CO61UW,Headlines & Launches,AI Model Releases,6 MINUTE READ,,GLM-5.2 (Z.ai),,False,12
19317a127209,2026-06-17,"simulating model deployments before release. OpenAI described Deployment Simulation, a pre-release evaluation method that replays real conversation contexts with candidate models to estimate deployment-time behavior and uncover new safety issues.",SIMULATING MODEL DEPLOYMENTS BEFORE RELEASE,"OpenAI described Deployment Simulation, a pre-release evaluation method that replays real conversation contexts with candidate models to estimate deployment-time behavior and uncover new safety issues.",https://links.tldrnewsletter.com/vcD8D0,Deep Dives & Analysis,AI Business & Funding,18 MINUTE READ,,,,False,12
4892c184afc7,2026-06-18,"introducing lifescibench. OpenAI introduced LifeSciBench, an expert-judged benchmark that evaluates AI systems on end-to-end life sciences workflows such as evidence analysis, experimental design, scientific reasoning, and research communication rather than isolated biology tasks.",INTRODUCING LIFESCIBENCH,"OpenAI introduced LifeSciBench, an expert-judged benchmark that evaluates AI systems on end-to-end life sciences workflows such as evidence analysis, experimental design, scientific reasoning, and research communication rather than isolated biology tasks.",https://vercel.com/blog/introducing-eve,Quick Links,AI Research & Science,7 MINUTE READ,,,,False,0
af9965192482,2026-06-18,"molmomotion: language-guided 3d motion forecasting. MolmoMotion, a new motion forecasting model, predicts future 3D point trajectories in videos using language instructions and initial object positions, outperforming existing methods. The model and its dataset, MolmoMotion-1M, feature vast datasets of 3D point trajectories from 1.16M videos, with a benchmark for accuracy testing.",MOLMOMOTION: LANGUAGE-GUIDED 3D MOTION FORECASTING,"MolmoMotion, a new motion forecasting model, predicts future 3D point trajectories in videos using language instructions and initial object positions, outperforming existing methods. The model and its dataset, MolmoMotion-1M, feature vast datasets of 3D point trajectories from 1.16M videos, with a benchmark for accuracy testing.",https://huggingface.co/blog/allenai/molmomotion,Engineering & Research,AI Research & Science,9 MINUTE READ,,,,False,16
791f934c22f0,2026-06-18,"mistral has a new model coming this summer. An early access program will be opened in July for key partners in research, government, and the industry.",MISTRAL HAS A NEW MODEL COMING THIS SUMMER,"An early access program will be opened in July for key partners in research, government, and the industry.",https://fandf.co/4uokHqN,Quick Links,AI Model Releases,2 MINUTE READ,,,,False,12
0763301b2313,2026-06-18,noam shazeer is joining openai. Noam Shazeer is leaving Google to join OpenAI. Shazeer was one of the co-authors of the 2017 paper - 'Attention Is All You Need' - that transformed the AI world. He also improved search spelling correction and created the core algorithm for AdSense.,NOAM SHAZEER IS JOINING OPENAI,Noam Shazeer is leaving Google to join OpenAI. Shazeer was one of the co-authors of the 2017 paper - 'Attention Is All You Need' - that transformed the AI world. He also improved search spelling correction and created the core algorithm for AdSense.,https://links.tldrnewsletter.com/sEKN5q,Miscellaneous,AI Products & Applications,1 MINUTE READ,,OpenAI,,False,0
e5bd4be804e1,2026-06-18,"cursor's new model. Cursor's new model will push agentic software development far beyond autocomplete and pair programming. The massive model was trained from scratch on over 100,000 GPUs. It has more than 1.5 trillion parameters and delivers intelligence beyond coding tasks. The model will be released in the coming weeks.",CURSOR'S NEW MODEL,"Cursor's new model will push agentic software development far beyond autocomplete and pair programming. The massive model was trained from scratch on over 100,000 GPUs. It has more than 1.5 trillion parameters and delivers intelligence beyond coding tasks. The model will be released in the coming weeks.",https://threadreaderapp.com/thread/2067400851438932297.html,Miscellaneous,AI Model Releases,1 MINUTE READ,,Cursor,,False,1
13477f086386,2026-06-18,"building ai agents for ar glasses and xr devices with nvidia xr ai. Nvidia XR AI provides a reusable foundation for connecting extended reality devices to GPU-accelerated AI services running in the cloud, data center, workstation, or edge. It gives developers access to an open source library for building intelligent agents for AI glasses, AR glasses, and XR headsets. These agents will be able to see what users see, understand token or typed intent, call enterprise tools, and respond within the same XR session. XR AI is now available in public beta.",BUILDING AI AGENTS FOR AR GLASSES AND XR DEVICES WITH NVIDIA XR AI,"Nvidia XR AI provides a reusable foundation for connecting extended reality devices to GPU-accelerated AI services running in the cloud, data center, workstation, or edge. It gives developers access to an open source library for building intelligent agents for AI glasses, AR glasses, and XR headsets. These agents will be able to see what users see, understand token or typed intent, call enterprise tools, and respond within the same XR session. XR AI is now available in public beta.",https://developer.nvidia.com/blog/building-ai-agents-for-ar-glasses-and-xr-devices-with-nvidia-xr-ai/,Engineering & Research,Agentic AI,12 MINUTE READ,,,,False,5
fab7e740822d,2026-06-18,"kimi k2.7 code vs claude fable 5: landing pages that cost 94% less. An experiment compared Kimi K2.7 Code with Claude Fable 5 to generate 12 landing pages each. Kimi K2.7 Code cut costs by 94%, being 16 times cheaper than Claude Fable 5.",KIMI K2.7 CODE VS CLAUDE FABLE 5: LANDING PAGES THAT COST 94% LESS,"An experiment compared Kimi K2.7 Code with Claude Fable 5 to generate 12 landing pages each. Kimi K2.7 Code cut costs by 94%, being 16 times cheaper than Claude Fable 5.",https://www.notion.com/webinars/amer-inside-the-research-the-state-of-ai-transformation,Deep Dives & Analysis,AI Model Releases,6 MINUTE READ,,,,False,17
18c31e8bb833,2026-06-18,"vercel connect. Vercel launched Connect in public beta, replacing long-lived provider tokens with runtime credential exchange that issues short-lived, task-scoped credentials for agents. The approach reduces the risk associated with shared, persistent access tokens.",VERCEL CONNECT,"Vercel launched Connect in public beta, replacing long-lived provider tokens with runtime credential exchange that issues short-lived, task-scoped credentials for agents. The approach reduces the risk associated with shared, persistent access tokens.",https://threadreaderapp.com/thread/2066946225837109735.html,Engineering & Research,Agentic AI,8 MINUTE READ,,,,False,6
6a265bdf5e92,2026-06-18,"production infrastructure for ai agents. Vercel introduced eve, an open-source agent framework with built-in capabilities such as durable execution, sandboxed compute, approvals, subagents, and evaluations. It aims to let developers focus on agent behavior while the framework handles production concerns.",PRODUCTION INFRASTRUCTURE FOR AI AGENTS,"Vercel introduced eve, an open-source agent framework with built-in capabilities such as durable execution, sandboxed compute, approvals, subagents, and evaluations. It aims to let developers focus on agent behavior while the framework handles production concerns.",https://www.humansecurity.com/2026-state-of-ai-traffic-cyberthreat-benchmark-report/,Engineering & Research,Agentic AI,19 MINUTE READ,,,,False,9
dcc9af743c5a,2026-06-18,"chatgpt improves scheduled tasks and retires pulse. ChatGPT has introduced an improved task scheduling feature, enhancing speed and reliability. It is accessible via the new Scheduled page and available to Go, Plus, Pro, Business, and Enterprise users.",CHATGPT IMPROVES SCHEDULED TASKS AND RETIRES PULSE,"ChatGPT has introduced an improved task scheduling feature, enhancing speed and reliability. It is accessible via the new Scheduled page and available to Go, Plus, Pro, Business, and Enterprise users.",https://parsiya.net/blog/llm-thonking/,Headlines & Launches,AI Products & Applications,1 MINUTE READ,,,,False,15
3104501896a3,2026-06-18,"chatgpt's market share slips below 50% for first time. ChatGPT's market share has dipped below 50% for the first time. Users are migrating to other assistants like Google's Gemini, Anthropic's Claude, and xAI's Grok. ChatGPT was the fastest app to ever reach a billion monthly users, and it still remains the most popular AI assistant worldwide. Users are increasingly willing to switch between assistants.",CHATGPT'S MARKET SHARE SLIPS BELOW 50% FOR FIRST TIME,"ChatGPT's market share has dipped below 50% for the first time. Users are migrating to other assistants like Google's Gemini, Anthropic's Claude, and xAI's Grok. ChatGPT was the fastest app to ever reach a billion monthly users, and it still remains the most popular AI assistant worldwide. Users are increasingly willing to switch between assistants.",https://links.tldrnewsletter.com/p8SpjI,Headlines & Launches,AI Model Releases,4 MINUTE READ,,OpenAI,,False,15
15f83b6916c6,2026-06-19,"mistral ai to get code and apps features on vibe. Mistral AI is enhancing Vibe with a CODE section for browser-based coding and an APPS area for building and sharing apps, moving beyond basic chat functionalities.",MISTRAL AI TO GET CODE AND APPS FEATURES ON VIBE,"Mistral AI is enhancing Vibe with a CODE section for browser-based coding and an APPS area for building and sharing apps, moving beyond basic chat functionalities.",https://www.testingcatalog.com/mistral-ai-to-get-code-and-apps-features-on-vibe/,Quick Links,AI Model Releases,2 MINUTE READ,,,,False,11
4975c6c212ac,2026-06-19,that untravell'd world. A new and more difficult phase of the AI governance race with more politics and higher stakes has begun.,THAT UNTRAVELL'D WORLD,A new and more difficult phase of the AI governance race with more politics and higher stakes has begun.,https://www.hyperdimensional.co/p/that-untravelld-world,Quick Links,AI Safety & Policy,6 MINUTE READ,ai-export-controls,,,False,3
f8fd9a42a109,2026-06-19,"‘no poaching' our people, china's ai behemoth deepseek reportedly tells investors. DeepSeek told potential investors not to poach the startup's staff or encourage them to start their own companies.","‘NO POACHING' OUR PEOPLE, CHINA'S AI BEHEMOTH DEEPSEEK REPORTEDLY TELLS INVESTORS",DeepSeek told potential investors not to poach the startup's staff or encourage them to start their own companies.,https://www.cnbc.com/2026/06/18/no-poaching-our-people-chinas-deepseek-reportedly-tells-investors.html,Quick Links,AI Model Releases,3 MINUTE READ,,,,False,2
1c9636d029a8,2026-06-19,openai introduced enterprise usage analytics. OpenAI introduced new credit usage analytics and expanded spend controls for ChatGPT Enterprise.,OPENAI INTRODUCED ENTERPRISE USAGE ANALYTICS,OpenAI introduced new credit usage analytics and expanded spend controls for ChatGPT Enterprise.,https://links.tldrnewsletter.com/UVgEMm,Quick Links,Quick Links,3 MINUTE READ,,,,False,15
f726fc402e4b,2026-06-19,"godfather of ai blasts musk's xai as 'failure,' says labs are risking a 'big bubble explosion'. Yann LeCun criticized Elon Musk's xAI as a failure unable to compete with AI leaders like OpenAI and Anthropic. LeCun highlighted that Musk struggles to hire top talent due to past behaviors and must rent infrastructure to recover costs. He warned that AI labs must increase prices or cut costs to avoid a ""big bubble explosion"" due to high operational expenses.","GODFATHER OF AI BLASTS MUSK'S XAI AS 'FAILURE,' SAYS LABS ARE RISKING A 'BIG BUBBLE EXPLOSION'","Yann LeCun criticized Elon Musk's xAI as a failure unable to compete with AI leaders like OpenAI and Anthropic. LeCun highlighted that Musk struggles to hire top talent due to past behaviors and must rent infrastructure to recover costs. He warned that AI labs must increase prices or cut costs to avoid a ""big bubble explosion"" due to high operational expenses.",https://www.cnbc.com/2026/06/18/yann-lecun-elon-musk-xai-failure-ai-labs-bubble-risk.html,Miscellaneous,AI Hardware & Infrastructure,4 MINUTE READ,,,,False,3
5dc1790b38f5,2026-06-19,"securing the future of ai agents. Google's AI Control Roadmap is a framework for building and managing the advanced AI deployed within the company. The approach adds a crucial layer of system-level security that provides assurance even if alignment is perfect. It incorporates safeguards like sandboxing, endpoint security, and prompt injection resistance. The roadmap uses AI alignment as a primary defense. It considers internal agents as potentially misaligned, providing assurance even if alignment isn't perfect.",SECURING THE FUTURE OF AI AGENTS,"Google's AI Control Roadmap is a framework for building and managing the advanced AI deployed within the company. The approach adds a crucial layer of system-level security that provides assurance even if alignment is perfect. It incorporates safeguards like sandboxing, endpoint security, and prompt injection resistance. The roadmap uses AI alignment as a primary defense. It considers internal agents as potentially misaligned, providing assurance even if alignment isn't perfect.",https://deepmind.google/blog/securing-the-future-of-ai-agents/,Engineering & Research,Agentic AI,7 MINUTE READ,,,,False,18
dd0ce24b7bbc,2026-06-19,revisiting hard questions with replay buffers. ZPPO stores difficult questions in a replay buffer so the model can repeatedly train on them rather than seeing them only once. The method is designed to strengthen learning on challenging examples and improve rollout accuracy.,REVISITING HARD QUESTIONS WITH REPLAY BUFFERS,ZPPO stores difficult questions in a replay buffer so the model can repeatedly train on them rather than seeing them only once. The method is designed to strengthen learning on challenging examples and improve rollout accuracy.,https://links.tldrnewsletter.com/jyH9oA,Engineering & Research,Engineering & Research,8 MINUTE READ,,,,False,14
84eaa525fc4a,2026-06-19,"reinforcement learning towards broadly and persistently beneficial models. Reinforcement learning on realistic scenarios targeting beneficial traits can produce broad improvements across dozens of benchmarks measuring aligned and beneficial behavior. These gains generalize beyond the domains used for training and persist under adversarial pressure. This suggests that personas could be deeply entrenched in models, and RL may be a path towards entrenching beneficial personas.",REINFORCEMENT LEARNING TOWARDS BROADLY AND PERSISTENTLY BENEFICIAL MODELS,"Reinforcement learning on realistic scenarios targeting beneficial traits can produce broad improvements across dozens of benchmarks measuring aligned and beneficial behavior. These gains generalize beyond the domains used for training and persist under adversarial pressure. This suggests that personas could be deeply entrenched in models, and RL may be a path towards entrenching beneficial personas.",https://alignment.openai.com/beneficial-rl/,Deep Dives & Analysis,AI Research & Science,22 MINUTE READ,reinforcement-learning,,,False,16
23605e453dd0,2026-06-19,"mosaicleaks: can your research agent keep a secret?. MosaicLeaks highlights the privacy risks of deep research agents that combine private documents with web retrieval, often leaking sensitive information. The proposed solution, PA-DR, enhances both performance and privacy by reducing answer/full-information leakage from 34% to 9.9% while maintaining task success. PA-DR uses rewards for safe query construction rather than relying on user prompts, making agents perform better without compromising data security.",MOSAICLEAKS: CAN YOUR RESEARCH AGENT KEEP A SECRET?,"MosaicLeaks highlights the privacy risks of deep research agents that combine private documents with web retrieval, often leaking sensitive information. The proposed solution, PA-DR, enhances both performance and privacy by reducing answer/full-information leakage from 34% to 9.9% while maintaining task success. PA-DR uses rewards for safe query construction rather than relying on user prompts, making agents perform better without compromising data security.",https://huggingface.co/blog/ServiceNow/mosaicleaks,Deep Dives & Analysis,Agentic AI,10 MINUTE READ,,,,False,9
b4cae5d25466,2026-06-19,"self-improving memory for agents. Perplexity Brain is a memory system that builds a persistent context graph across tasks, projects, decisions, files, and sources so agents can start with relevant context instead of starting from scratch. Brain links every memory to its original source, continuously updates and organizes knowledge over time, and improves answer correctness while reducing task costs through better retrieval and reuse of prior work.",SELF-IMPROVING MEMORY FOR AGENTS,"Perplexity Brain is a memory system that builds a persistent context graph across tasks, projects, decisions, files, and sources so agents can start with relevant context instead of starting from scratch. Brain links every memory to its original source, continuously updates and organizes knowledge over time, and improves answer correctness while reducing task costs through better retrieval and reuse of prior work.",https://www.perplexity.ai/hub/blog/self-improving-memory-for-agents,Headlines & Launches,Agentic AI,6 MINUTE READ,memory-systems;reinforcement-learning,,,False,9
523e146a5f88,2026-06-19,"midjourney, the ai image generator, is developing a full-body ultrasonic scanner. Midjourney's new project is a medical machine that can scan a person's whole body in just 60 seconds. The Midjourney Scanner is not related to anything seen from the company so far. It can create a 3D map of users' bodies, down to a fraction of a millimeter, that looks similar to an MRI but at nearly a hundred times the speed. A full scan takes less than 60 seconds, compared to the 60 to 90 minutes it typically takes to do a full-body MRI.","MIDJOURNEY, THE AI IMAGE GENERATOR, IS DEVELOPING A FULL-BODY ULTRASONIC SCANNER","Midjourney's new project is a medical machine that can scan a person's whole body in just 60 seconds. The Midjourney Scanner is not related to anything seen from the company so far. It can create a 3D map of users' bodies, down to a fraction of a millimeter, that looks similar to an MRI but at nearly a hundred times the speed. A full scan takes less than 60 seconds, compared to the 60 to 90 minutes it typically takes to do a full-body MRI.",https://shopify.com/news/spring-26-edition-design,Headlines & Launches,AI Products & Applications,3 MINUTE READ,,,,False,11
cf5a1d3677f4,2026-06-19,"claude code now supports artifacts. Claude Code now supports ""artifacts,"" turning work sessions into live, shareable visual pages for tasks like PR walkthroughs and system explainers. Artifacts refresh automatically with updates and offer features like version history and privacy controls. Available in beta for Claude Team and Enterprise, artifacts improve collaboration by consolidating session context into a single, accessible page.",CLAUDE CODE NOW SUPPORTS ARTIFACTS,"Claude Code now supports ""artifacts,"" turning work sessions into live, shareable visual pages for tasks like PR walkthroughs and system explainers. Artifacts refresh automatically with updates and offer features like version history and privacy controls. Available in beta for Claude Team and Enterprise, artifacts improve collaboration by consolidating session context into a single, accessible page.",https://byungkwanlee.github.io/ZPPO-page/,Engineering & Research,AI Model Releases,5 MINUTE READ,,Claude (Anthropic);OpenAI,,False,17
46551c90dd84,2026-06-22,"a viral doomsday scenario aims to shake europe out of its ai complacency. A speculative thought experiment called Europe 2031, penned by Brussels-based thinktankers, paints a picture of a world where Europe's lack of investment into datacenters results in it being far behind the US and China. The lack of investment results in Europe's economy being in shambles as it lacks its own AI. In this world, populism is surging, the Euro is wobbling, and cyber-attacks are shredding EU businesses. The scenario was read by members of the European parliament and brought up in discussions between British and German officials last week.",A VIRAL DOOMSDAY SCENARIO AIMS TO SHAKE EUROPE OUT OF ITS AI COMPLACENCY,"A speculative thought experiment called Europe 2031, penned by Brussels-based thinktankers, paints a picture of a world where Europe's lack of investment into datacenters results in it being far behind the US and China. The lack of investment results in Europe's economy being in shambles as it lacks its own AI. In this world, populism is surging, the Euro is wobbling, and cyber-attacks are shredding EU businesses. The scenario was read by members of the European parliament and brought up in discussions between British and German officials last week.",https://www.theguardian.com/technology/2026/jun/20/europe-sleepwalking-ai-disaster-us-china?utm_source=tldrai,Engineering & Research,AI & Society,8 MINUTE READ,,,,False,3
a43e2a6865fe,2026-06-22,"solving an ard problem in ai: agentic resource discovery. Tech giants, including Google, Microsoft, and Cisco, are developing the Agentic Resource Discovery (ARD) protocol.",SOLVING AN ARD PROBLEM IN AI: AGENTIC RESOURCE DISCOVERY,"Tech giants, including Google, Microsoft, and Cisco, are developing the Agentic Resource Discovery (ARD) protocol.",https://www.infoworld.com/article/4187305/solving-an-ard-problem-in-ai-agentic-resource-discovery.html?utm_source=tldrai,Quick Links,Agentic AI,2 MINUTE READ,,,,False,18
0101a7d20994,2026-06-22,ai engineer claims to have cracked linear a. Linear A is a Bronze Age writing system that appeared sometime around 1800 BC and was used until 1450 BC.,AI ENGINEER CLAIMS TO HAVE CRACKED LINEAR A,Linear A is a Bronze Age writing system that appeared sometime around 1800 BC and was used until 1450 BC.,https://aiclambake.com/clamtakes/linear-a/?utm_source=tldrai,Quick Links,AI Research & Science,6 MINUTE READ,,,,False,2
de03f6204b4c,2026-06-22,"when ideology becomes systemic risk. Companies led by highly ideological founders eventually trigger resistance from regulators, investors, customers, and governments as their influence grows beyond traditional institutional controls.",WHEN IDEOLOGY BECOMES SYSTEMIC RISK,"Companies led by highly ideological founders eventually trigger resistance from regulators, investors, customers, and governments as their influence grows beyond traditional institutional controls.",https://links.tldrnewsletter.com/GN8vji,Quick Links,AI Industry Analysis,8 MINUTE READ,,,,False,2
33e9c819e656,2026-06-22,"llms are complicated now. Attention might be all you need, but modern models use many different variants of it.",LLMS ARE COMPLICATED NOW,"Attention might be all you need, but modern models use many different variants of it.",https://ianbarber.blog/2026/06/19/llms-are-complicated-now/?utm_source=tldrai,Quick Links,AI Research & Science,4 MINUTE READ,,,,False,7
f4286ef2726c,2026-06-22,there is minimal downside to switching to open models. New safeguards on recent models make the idea of running open models on private machines much more appealing.,THERE IS MINIMAL DOWNSIDE TO SWITCHING TO OPEN MODELS,New safeguards on recent models make the idea of running open models on private machines much more appealing.,https://www.marble.onl/posts/cancel_claude.html?utm_source=tldrai,Quick Links,AI Model Releases,4 MINUTE READ,,,,False,12
4359d6a214a2,2026-06-22,notes on the industry job search. A large part of the job search journey involves managing all of the emotions that come with being on the market. There's a lot of social perception to navigate. It can be stressful navigating a huge decision space with incomplete information where small choices have an outsized impact. This post takes a look at what the job search experience is like right now.,NOTES ON THE INDUSTRY JOB SEARCH,A large part of the job search journey involves managing all of the emotions that come with being on the market. There's a lot of social perception to navigate. It can be stressful navigating a huge decision space with incomplete information where small choices have an outsized impact. This post takes a look at what the job search experience is like right now.,https://alisawuffles.github.io/blog/job-search/?utm_source=tldrai,Engineering & Research,AI & Society,14 MINUTE READ,,,,False,2
b73c2ce861bf,2026-06-22,"nvidia's autonomous robotics research. NVIDIA ENPIRE is a closed-loop framework that enables coding agents to iteratively improve real-world robot policies through automated resets, evaluation, verification, and refinement.",NVIDIA'S AUTONOMOUS ROBOTICS RESEARCH,"NVIDIA ENPIRE is a closed-loop framework that enables coding agents to iteratively improve real-world robot policies through automated resets, evaluation, verification, and refinement.",https://research.nvidia.com/labs/gear/enpire/?utm_source=tldrai,Engineering & Research,AI Research & Science,6 MINUTE READ,,,,False,5
4633165ff45c,2026-06-22,"inception labs' mercury 2 ai beats google's diffusiongemma at its own game. Mercury 2 is a reasoning language model that generates about 1,000 tokens per second. It uses diffusion, the same trick that turns static into a photo in image generators like Stable Diffusion. The model is best for speed-sensitive, high-volume parts of workflows rather than the hardest frontier reasoning. It is only available via API/cloud.",INCEPTION LABS' MERCURY 2 AI BEATS GOOGLE'S DIFFUSIONGEMMA AT ITS OWN GAME,"Mercury 2 is a reasoning language model that generates about 1,000 tokens per second. It uses diffusion, the same trick that turns static into a photo in image generators like Stable Diffusion. The model is best for speed-sensitive, high-volume parts of workflows rather than the hardest frontier reasoning. It is only available via API/cloud.",https://decrypt.co/371722/inception-labs-mercury-2-ai-beats-googles-diffusiongemma?utm_source=tldrai,Headlines & Launches,AI Model Releases,4 MINUTE READ,,,,False,4
